transaction_id,transaction_date,transaction_time,customer_id,product_id,product_category,quantity,price,total_amount,payment_method,store_location
342,2025-03-31,23:58:26,455,517,Grocery,5,1.5,7.5,Debit Card,Houston
343,2025-03-21,11:59:57,226,550,Furniture,5,150,750,UPI,Los Angeles
344,2025-03-12,8:20:00,492,565,Clothing,5,35,175,UPI,Houston
345,2025-09-07,22:03:13,234,514,Clothing,2,80,160,UPI,San Francisco
346,2025-03-08,13:23:36,302,570,Grocery,2,3.2,6.4,Cash,Miami
347,2025-01-21,10:13:39,312,506,Grocery,4,3.2,12.8,Credit Card,Houston
348,2025-03-26,7:10:21,122,522,Grocery,4,3.2,12.8,Credit Card,New York
349,2025-03-06,15:50:33,303,573,Electronics,5,120,600,Credit Card,Boston
350,2025-03-20,8:00:37,255,587,Clothing,2,55,110,Debit Card,New York
351,2025-07-16,9:14:23,323,571,Furniture,1,220,220,Cash,Houston
352,2025-06-27,6:20:15,180,594,Grocery,1,2.5,2.5,Credit Card,New York
353,2025-06-06,0:42:54,455,571,Furniture,1,220,220,Debit Card,New York
354,2025-06-06,16:45:41,249,541,Grocery,2,4,8,Credit Card,New York
355,2025-02-01,16:21:40,497,567,Furniture,1,75,75,Debit Card,Houston
356,2025-04-22,10:45:59,436,511,Furniture,1,150,150,Cash,Miami
357,2025-05-10,1:27:19,175,590,Clothing,3,60,180,Debit Card,Chicago
358,2025-05-15,7:32:46,481,573,Grocery,3,1.5,4.5,Cash,New York
359,2025-05-21,3:56:48,475,512,Electronics,2,120,240,UPI,Houston
360,2025-06-07,0:12:03,480,592,Furniture,3,220,660,Credit Card,Miami
361,2025-05-03,4:36:21,456,552,Grocery,2,4,8,UPI,Boston
362,2025-03-23,2:23:58,117,537,Grocery,5,3.2,16,Credit Card,San Francisco
363,2025-08-23,14:22:24,218,595,Grocery,4,1.5,6,Cash,Los Angeles
364,2025-06-16,5:03:45,411,545,Grocery,3,3.2,9.6,Cash,Miami
365,2025-04-24,12:02:11,484,583,Grocery,1,3.2,3.2,Cash,Boston
366,2025-01-12,15:01:59,302,559,Grocery,1,1.5,1.5,Cash,Chicago
367,2025-02-13,2:37:16,450,531,Electronics,1,450,450,Credit Card,San Francisco
368,2025-03-05,21:46:35,106,542,Electronics,3,120,360,Debit Card,Boston
369,2025-01-28,11:14:47,459,527,Grocery,1,1.5,1.5,Credit Card,Los Angeles
370,2025-07-06,3:42:29,423,599,Furniture,4,75,300,Cash,New York
371,2025-08-15,19:54:33,129,530,Furniture,1,75,75,Debit Card,Los Angeles
372,2025-02-12,2:36:19,283,512,Furniture,5,500,2500,Credit Card,Dallas
373,2025-05-27,21:17:09,375,570,Clothing,2,35,70,Debit Card,Boston
374,2025-07-06,3:28:10,438,590,Furniture,4,500,2000,UPI,Miami
375,2025-02-06,20:02:26,285,600,Furniture,5,75,375,Credit Card,Los Angeles
376,2025-07-30,5:20:28,257,522,Grocery,4,1.5,6,Credit Card,New York
377,2025-08-16,8:43:34,192,559,Clothing,5,55,275,Credit Card,Miami
378,2025-08-27,12:14:06,394,512,Grocery,3,1.5,4.5,Cash,Los Angeles
379,2025-01-23,13:50:12,239,587,Clothing,5,55,275,UPI,Chicago
380,2025-01-01,9:34:42,262,547,Grocery,4,1.5,6,Cash,Los Angeles
381,2025-02-05,15:44:45,300,546,Furniture,3,75,225,Cash,Los Angeles
382,2025-03-07,3:08:55,379,562,Grocery,5,2.5,12.5,Credit Card,Chicago
383,2025-07-31,11:40:58,286,558,Electronics,4,450,1800,Debit Card,Chicago
384,2025-08-24,20:36:15,325,541,Grocery,5,2.5,12.5,Cash,Chicago
385,2025-01-16,19:27:55,233,552,Furniture,2,150,300,Debit Card,Dallas
386,2025-08-25,20:29:48,147,592,Furniture,2,150,300,Cash,Houston
387,2025-06-11,6:32:24,466,565,Electronics,4,450,1800,Debit Card,Dallas
388,2025-08-05,17:23:09,200,569,Electronics,5,120,600,Credit Card,Miami
389,2025-07-17,1:34:56,235,515,Furniture,4,500,2000,UPI,Dallas
390,2025-07-30,3:24:53,393,565,Clothing,4,35,140,UPI,Chicago
391,2025-05-12,4:38:14,401,514,Furniture,3,75,225,Cash,Chicago
392,2025-01-02,7:18:42,237,532,Grocery,3,4,12,Debit Card,Boston
393,2025-04-26,13:57:44,474,563,Clothing,5,55,275,Credit Card,Boston
394,2025-05-13,16:42:06,401,578,Electronics,3,799.99,2399.97,UPI,New York
395,2025-05-06,18:29:03,113,524,Clothing,2,80,160,UPI,Miami
396,2025-04-21,3:33:08,295,526,Electronics,3,799.99,2399.97,Cash,Houston
397,2025-07-27,11:43:35,348,590,Clothing,1,80,80,Credit Card,San Francisco
398,2025-06-26,20:59:24,318,536,Electronics,1,799.99,799.99,UPI,New York
399,2025-05-11,20:57:11,218,520,Clothing,2,35,70,Cash,San Francisco
400,2025-03-15,18:17:30,410,549,Furniture,2,220,440,Credit Card,Boston
401,2025-07-14,21:48:40,119,536,Furniture,2,75,150,Credit Card,San Francisco
402,2025-03-24,9:08:43,345,567,Clothing,2,55,110,UPI,San Francisco
403,2025-01-03,14:51:31,281,501,Furniture,2,150,300,Cash,New York
404,2025-02-08,1:19:41,272,504,Electronics,1,799.99,799.99,Debit Card,Boston
405,2025-08-02,20:24:41,385,553,Electronics,1,300,300,UPI,Boston
406,2025-01-12,5:14:23,156,574,Electronics,3,120,360,Cash,San Francisco
407,2025-01-21,7:52:26,104,589,Clothing,2,55,110,UPI,New York
408,2025-03-27,23:32:17,388,547,Electronics,2,120,240,UPI,Dallas
409,2025-05-10,4:16:00,358,527,Electronics,3,450,1350,UPI,Dallas
410,2025-05-05,21:58:57,326,561,Electronics,1,799.99,799.99,Credit Card,San Francisco
411,2025-01-10,12:17:07,455,507,Grocery,2,3.2,6.4,Debit Card,Dallas
412,2025-06-05,15:40:48,255,600,Electronics,3,450,1350,Debit Card,Chicago
413,2025-08-16,11:52:34,224,577,Furniture,5,220,1100,Debit Card,San Francisco
414,2025-01-14,10:55:13,326,509,Clothing,5,55,275,Credit Card,Chicago
415,2025-02-05,2:32:21,323,518,Clothing,4,80,320,Debit Card,Miami
416,2025-04-04,18:37:40,367,531,Clothing,1,55,55,Debit Card,San Francisco
417,2025-04-02,5:17:26,205,574,Grocery,3,3.2,9.6,UPI,Miami
418,2025-01-08,3:58:48,472,544,Clothing,4,55,220,UPI,Miami
419,2025-05-02,10:05:02,474,552,Grocery,2,2.5,5,Debit Card,San Francisco
420,2025-08-22,0:48:02,495,541,Furniture,2,75,150,UPI,New York
421,2025-05-29,6:45:54,114,593,Electronics,5,120,600,Cash,Houston
422,2025-03-25,11:49:20,436,522,Electronics,4,799.99,3199.96,Debit Card,Boston
423,2025-06-28,13:39:21,214,526,Electronics,5,300,1500,Debit Card,Chicago
424,2025-05-02,0:49:22,445,579,Clothing,1,55,55,UPI,New York
425,2025-06-10,23:11:01,419,546,Clothing,3,35,105,UPI,New York
426,2025-01-10,1:17:41,168,503,Electronics,5,300,1500,Debit Card,San Francisco
427,2025-04-18,5:02:35,414,590,Clothing,1,80,80,Debit Card,San Francisco
428,2025-05-24,8:39:18,290,579,Grocery,5,4,20,UPI,Chicago
429,2025-02-03,10:51:52,125,546,Electronics,2,799.99,1599.98,UPI,San Francisco
430,2025-02-12,18:46:07,369,558,Grocery,1,1.5,1.5,UPI,Chicago
431,2025-08-23,5:49:11,300,588,Grocery,5,1.5,7.5,Debit Card,Chicago
432,2025-07-25,23:29:45,472,523,Furniture,4,220,880,Cash,Boston
433,2025-01-31,18:36:55,196,591,Grocery,4,2.5,10,Debit Card,Chicago
434,2025-07-17,18:01:04,343,510,Grocery,2,4,8,Credit Card,Chicago
435,2025-04-12,22:39:12,320,555,Clothing,1,55,55,Credit Card,Dallas
436,2025-03-21,6:15:01,471,518,Clothing,3,60,180,Cash,Houston
437,2025-09-04,22:00:23,352,562,Clothing,5,35,175,Credit Card,Los Angeles
438,2025-04-12,13:26:53,196,533,Electronics,1,120,120,Credit Card,Chicago
439,2025-04-08,15:59:40,473,540,Grocery,4,4,16,Debit Card,Miami
440,2025-02-08,0:38:11,447,503,Electronics,3,450,1350,Cash,Houston
441,2025-02-18,1:57:14,300,595,Clothing,5,60,300,Cash,Miami
442,2025-08-22,19:21:49,374,562,Furniture,5,220,1100,Credit Card,Houston
443,2025-06-15,11:56:45,277,586,Grocery,4,3.2,12.8,Debit Card,Chicago
444,2025-05-26,5:41:02,322,524,Electronics,1,300,300,Debit Card,Miami
445,2025-06-02,0:32:22,383,545,Grocery,5,4,20,Debit Card,New York
446,2025-05-30,1:17:36,398,573,Furniture,2,150,300,Debit Card,Miami
447,2025-05-09,16:30:46,272,559,Grocery,2,1.5,3,UPI,Boston
448,2025-07-02,11:27:25,197,566,Furniture,5,75,375,UPI,Miami
449,2025-01-08,18:04:34,494,591,Electronics,1,450,450,Credit Card,Chicago
450,2025-01-27,11:31:56,331,525,Electronics,5,120,600,Credit Card,Houston
451,2025-08-16,5:41:50,435,584,Grocery,3,3.2,9.6,UPI,Houston
452,2025-07-01,8:24:35,156,591,Clothing,2,60,120,UPI,Los Angeles
453,2025-08-28,13:01:00,171,558,Clothing,4,55,220,Credit Card,Chicago
454,2025-04-18,23:50:57,391,504,Grocery,5,2.5,12.5,Credit Card,San Francisco
455,2025-05-22,18:46:47,161,586,Electronics,2,120,240,Debit Card,Houston
456,2025-01-29,21:16:10,216,599,Furniture,1,500,500,Credit Card,Boston
457,2025-07-22,2:23:49,244,549,Grocery,1,2.5,2.5,UPI,Miami
458,2025-09-05,15:23:01,403,584,Clothing,5,80,400,Cash,New York
459,2025-08-14,20:28:41,358,551,Furniture,3,150,450,UPI,New York
460,2025-05-15,19:27:46,312,592,Grocery,5,4,20,Credit Card,Houston
461,2025-02-27,11:46:49,196,534,Grocery,5,1.5,7.5,Cash,Chicago
462,2025-03-13,21:20:43,265,528,Clothing,1,80,80,Debit Card,New York
463,2025-08-19,23:52:01,234,590,Furniture,3,220,660,Cash,New York
464,2025-01-12,16:15:44,325,587,Electronics,3,450,1350,Cash,Chicago
465,2025-06-30,18:30:52,163,545,Grocery,1,3.2,3.2,Credit Card,Houston
466,2025-07-09,19:51:58,303,516,Electronics,3,120,360,Credit Card,Houston
467,2025-03-19,7:54:08,269,587,Electronics,2,120,240,Credit Card,Miami
468,2025-02-15,14:47:53,195,534,Clothing,4,60,240,Credit Card,Los Angeles
469,2025-05-17,18:19:24,353,543,Electronics,2,120,240,Debit Card,Boston
470,2025-01-03,5:50:23,227,515,Grocery,5,2.5,12.5,Debit Card,Los Angeles
471,2025-06-15,18:41:59,259,506,Electronics,4,799.99,3199.96,UPI,New York
472,2025-07-23,4:32:10,118,539,Clothing,3,80,240,Credit Card,Chicago
473,2025-05-05,2:14:12,454,530,Grocery,1,2.5,2.5,Debit Card,Miami
474,2025-04-10,5:18:41,135,524,Clothing,4,60,240,Credit Card,Miami
475,2025-04-05,21:52:43,117,511,Clothing,3,80,240,Credit Card,Dallas
476,2025-06-01,9:14:20,376,516,Clothing,3,60,180,Cash,Los Angeles
477,2025-08-24,6:06:30,200,514,Clothing,4,35,140,Credit Card,Los Angeles
478,2025-08-20,8:15:08,148,560,Clothing,5,35,175,Debit Card,New York
479,2025-03-26,2:10:16,169,510,Grocery,3,3.2,9.6,Debit Card,Los Angeles
480,2025-06-24,10:02:19,175,533,Grocery,2,2.5,5,UPI,San Francisco
481,2025-06-11,23:54:49,150,507,Furniture,5,220,1100,UPI,Dallas
482,2025-01-19,15:36:25,377,541,Grocery,2,1.5,3,Debit Card,Boston
483,2025-09-07,5:40:19,168,584,Electronics,4,300,1200,Cash,Houston
484,2025-03-05,7:48:58,279,521,Grocery,1,3.2,3.2,Credit Card,New York
485,2025-06-05,12:42:18,406,549,Grocery,2,2.5,5,UPI,New York
486,2025-04-07,16:09:18,459,501,Electronics,2,450,900,Cash,Houston
487,2025-05-29,12:01:25,495,519,Grocery,5,1.5,7.5,Credit Card,San Francisco
488,2025-03-10,8:29:47,191,511,Grocery,5,1.5,7.5,Debit Card,Los Angeles
489,2025-05-05,19:17:35,471,599,Furniture,1,500,500,Credit Card,Boston
490,2025-05-21,6:16:34,436,579,Clothing,2,60,120,Credit Card,San Francisco
491,2025-08-20,12:09:03,182,511,Clothing,5,55,275,UPI,New York
492,2025-06-30,13:18:01,211,532,Clothing,2,80,160,UPI,New York
493,2025-01-29,4:14:49,296,501,Electronics,4,300,1200,Cash,Los Angeles
494,2025-02-08,10:10:16,336,532,Furniture,4,150,600,Credit Card,Boston
495,2025-02-17,11:49:18,287,565,Grocery,2,4,8,Credit Card,Houston
496,2025-04-30,9:22:02,169,562,Furniture,3,500,1500,Cash,San Francisco
497,2025-03-21,5:18:45,397,591,Electronics,4,799.99,3199.96,Credit Card,Houston
498,2025-04-02,23:21:24,167,593,Grocery,5,4,20,UPI,New York
499,2025-01-04,5:03:59,172,587,Electronics,4,450,1800,Debit Card,Los Angeles
500,2025-07-13,18:22:36,179,541,Clothing,5,60,300,Cash,Boston
501,2025-05-07,11:32:02,338,549,Electronics,3,799.99,2399.97,Credit Card,San Francisco
502,2025-06-14,7:54:14,446,587,Furniture,2,500,1000,Cash,Boston
503,2025-06-14,14:57:03,161,508,Grocery,4,1.5,6,UPI,Dallas
504,2025-03-07,21:48:21,337,593,Electronics,5,799.99,3999.95,Cash,Los Angeles
505,2025-07-31,16:15:47,488,554,Furniture,3,220,660,Cash,Chicago
506,2025-08-02,3:08:28,146,528,Furniture,2,75,150,Credit Card,Los Angeles
507,2025-02-21,19:19:07,165,544,Clothing,5,80,400,Debit Card,Dallas
508,2025-07-15,15:17:15,185,538,Furniture,5,150,750,Cash,San Francisco
509,2025-07-27,13:31:25,451,507,Grocery,4,4,16,UPI,Houston
510,2025-03-16,7:41:57,292,520,Clothing,2,35,70,UPI,New York
511,2025-06-08,3:29:04,440,516,Grocery,2,2.5,5,Debit Card,San Francisco
512,2025-07-06,11:16:15,325,556,Clothing,2,80,160,Credit Card,Dallas
513,2025-05-04,20:09:31,160,513,Clothing,1,60,60,Credit Card,Miami
514,2025-05-16,15:37:34,105,502,Furniture,2,150,300,UPI,San Francisco
515,2025-04-22,3:56:43,380,500,Clothing,2,60,120,UPI,New York
516,2025-02-22,15:27:34,168,511,Electronics,2,450,900,UPI,Houston
517,2025-08-04,21:34:16,108,506,Electronics,1,450,450,Debit Card,Miami
518,2025-06-15,21:37:21,367,516,Grocery,5,2.5,12.5,Debit Card,New York
519,2025-04-25,10:35:36,363,511,Furniture,2,150,300,Debit Card,New York
520,2025-05-22,19:14:39,227,508,Clothing,4,80,320,Cash,San Francisco
521,2025-02-27,2:44:40,280,534,Clothing,5,80,400,Cash,New York
522,2025-04-28,11:56:12,154,525,Grocery,5,2.5,12.5,Cash,New York
523,2025-08-10,19:22:27,190,547,Clothing,3,55,165,Credit Card,Boston
524,2025-03-30,17:54:08,488,527,Clothing,2,55,110,UPI,New York
525,2025-08-16,20:29:58,151,505,Clothing,1,55,55,Credit Card,Houston
526,2025-06-29,11:21:28,460,530,Clothing,4,60,240,UPI,San Francisco
527,2025-06-05,13:00:04,210,577,Electronics,1,300,300,Cash,New York
528,2025-02-04,5:38:20,333,570,Electronics,2,120,240,Debit Card,San Francisco
529,2025-07-01,20:35:42,157,550,Furniture,5,75,375,Credit Card,Dallas
530,2025-07-24,18:33:55,103,569,Clothing,2,55,110,UPI,Boston
531,2025-07-19,0:28:37,181,567,Electronics,4,120,480,Cash,San Francisco
532,2025-01-06,19:36:56,185,598,Grocery,2,1.5,3,Credit Card,Chicago
533,2025-01-10,9:17:51,202,509,Furniture,4,500,2000,Debit Card,Los Angeles
534,2025-08-16,10:28:49,149,533,Electronics,2,799.99,1599.98,Cash,Houston
535,2025-07-09,5:23:41,284,565,Furniture,4,500,2000,Debit Card,Boston
536,2025-09-07,1:08:01,112,541,Furniture,1,220,220,Debit Card,New York
537,2025-01-31,11:12:41,305,526,Electronics,2,799.99,1599.98,Cash,Los Angeles
538,2025-04-23,3:13:09,196,551,Clothing,4,80,320,Credit Card,San Francisco
539,2025-03-31,4:48:02,478,542,Furniture,1,150,150,Credit Card,San Francisco
540,2025-06-28,7:14:56,125,547,Clothing,5,35,175,Cash,San Francisco
541,2025-07-05,8:14:17,228,573,Clothing,1,55,55,Credit Card,Los Angeles
542,2025-04-28,23:20:34,255,578,Furniture,5,75,375,Cash,Chicago
543,2025-08-20,14:48:33,392,578,Electronics,5,450,2250,Credit Card,Los Angeles
544,2025-03-27,22:32:55,109,571,Furniture,4,220,880,UPI,Boston
545,2025-03-05,2:07:03,353,522,Furniture,2,75,150,Cash,Dallas
546,2025-07-09,13:48:07,304,533,Grocery,4,1.5,6,Credit Card,Houston
547,2025-03-15,19:27:47,275,515,Furniture,2,500,1000,Cash,San Francisco
548,2025-07-31,2:14:33,317,580,Electronics,3,300,900,UPI,New York
549,2025-09-03,9:40:35,177,511,Grocery,2,2.5,5,Cash,Los Angeles
550,2025-05-23,5:55:04,487,570,Electronics,4,799.99,3199.96,UPI,Los Angeles
551,2025-01-03,9:32:19,349,537,Furniture,1,150,150,Credit Card,San Francisco
552,2025-04-18,16:58:44,159,562,Grocery,3,2.5,7.5,UPI,Los Angeles
553,2025-09-02,7:06:08,489,579,Clothing,4,35,140,UPI,New York
554,2025-08-06,2:09:50,169,502,Electronics,2,120,240,Credit Card,San Francisco
555,2025-02-15,7:42:07,262,534,Electronics,1,300,300,Debit Card,Dallas
556,2025-06-18,22:06:11,238,582,Clothing,1,60,60,Cash,Houston
557,2025-04-24,19:45:57,203,537,Grocery,1,3.2,3.2,Cash,Boston
558,2025-05-31,3:10:59,436,527,Electronics,4,120,480,Credit Card,Los Angeles
559,2025-04-26,4:52:48,128,533,Furniture,3,75,225,Debit Card,New York
560,2025-07-24,13:01:03,259,596,Furniture,5,500,2500,Debit Card,New York
561,2025-04-17,19:07:47,189,515,Electronics,1,300,300,Debit Card,Houston
562,2025-06-16,3:15:59,272,588,Clothing,3,35,105,Cash,Los Angeles
563,2025-03-27,19:40:30,332,587,Clothing,3,80,240,Debit Card,Dallas
564,2025-07-19,20:27:05,192,502,Electronics,2,120,240,UPI,Chicago
565,2025-04-16,8:00:47,344,543,Furniture,1,220,220,Credit Card,Boston
566,2025-02-09,4:14:07,129,590,Furniture,1,75,75,Credit Card,Miami
567,2025-03-12,1:34:48,283,566,Grocery,1,3.2,3.2,UPI,Dallas
568,2025-06-27,19:59:29,389,598,Furniture,3,220,660,Cash,Boston
569,2025-05-11,23:14:05,499,501,Electronics,3,450,1350,Credit Card,Dallas
570,2025-05-09,14:35:51,411,580,Clothing,1,80,80,Debit Card,Houston
571,2025-06-04,9:55:44,234,596,Electronics,4,120,480,Credit Card,Boston
572,2025-04-11,17:32:46,211,557,Furniture,5,220,1100,UPI,Chicago
573,2025-06-23,12:17:03,308,571,Clothing,3,55,165,UPI,New York
574,2025-03-03,3:12:19,436,564,Grocery,2,4,8,Credit Card,Los Angeles
575,2025-05-30,13:08:25,280,555,Furniture,4,500,2000,UPI,Boston
576,2025-04-01,4:39:31,364,596,Electronics,2,300,600,Debit Card,San Francisco
577,2025-03-05,5:27:52,499,526,Grocery,5,3.2,16,Cash,San Francisco
578,2025-01-09,5:35:10,155,520,Clothing,4,55,220,UPI,Boston
579,2025-01-30,23:45:59,407,543,Grocery,3,1.5,4.5,UPI,Los Angeles
580,2025-09-06,2:45:55,495,565,Electronics,1,799.99,799.99,UPI,Chicago
581,2025-01-30,13:50:30,245,555,Furniture,5,75,375,UPI,Houston
582,2025-07-11,22:37:00,384,544,Grocery,3,1.5,4.5,Cash,Miami
583,2025-09-01,15:11:18,126,600,Grocery,2,2.5,5,Cash,Houston
584,2025-06-05,19:17:42,284,593,Clothing,1,55,55,Credit Card,Chicago
585,2025-08-20,19:26:27,116,518,Furniture,3,75,225,Cash,New York
586,2025-01-13,23:24:47,207,588,Electronics,1,300,300,Cash,New York
587,2025-01-08,0:49:06,216,578,Clothing,5,80,400,Debit Card,Houston
588,2025-09-04,21:53:39,193,582,Furniture,4,75,300,Cash,Boston
589,2025-08-23,22:36:40,122,554,Clothing,1,80,80,Cash,Dallas
590,2025-06-10,3:56:02,331,562,Furniture,4,220,880,Credit Card,San Francisco
591,2025-08-28,18:56:57,204,581,Furniture,4,500,2000,UPI,Chicago
592,2025-04-18,14:20:14,252,563,Clothing,5,60,300,Cash,San Francisco
593,2025-05-05,9:26:10,221,571,Electronics,5,799.99,3999.95,Cash,San Francisco
594,2025-05-20,23:39:58,267,539,Furniture,3,75,225,Credit Card,Los Angeles
595,2025-04-06,19:42:10,468,515,Clothing,1,80,80,UPI,San Francisco
596,2025-09-03,11:14:33,125,566,Furniture,4,75,300,Credit Card,Boston
597,2025-04-27,15:46:12,303,534,Grocery,4,1.5,6,Debit Card,Miami
598,2025-07-01,15:19:20,102,517,Clothing,1,35,35,Cash,Houston
599,2025-08-09,11:40:27,470,590,Electronics,1,120,120,Credit Card,Dallas
600,2025-01-28,3:21:43,117,584,Clothing,3,60,180,Credit Card,Dallas
601,2025-07-03,23:17:16,408,552,Clothing,1,60,60,Cash,Chicago
602,2025-02-13,5:08:03,188,509,Grocery,3,1.5,4.5,Credit Card,Miami
603,2025-01-23,22:54:16,356,514,Clothing,1,35,35,UPI,New York
604,2025-02-14,23:05:29,195,537,Electronics,1,300,300,UPI,Houston
605,2025-08-23,11:12:55,386,508,Grocery,4,4,16,Debit Card,San Francisco
606,2025-05-31,10:03:17,393,514,Furniture,3,220,660,UPI,Miami
607,2025-08-14,16:41:51,220,591,Clothing,1,60,60,UPI,Houston
608,2025-08-17,23:16:29,482,552,Furniture,1,220,220,Cash,Chicago
609,2025-06-02,17:29:27,494,586,Clothing,5,55,275,Credit Card,Boston
610,2025-08-30,3:42:24,179,590,Furniture,4,150,600,Credit Card,Los Angeles
611,2025-02-25,4:20:42,214,554,Furniture,4,150,600,Cash,Los Angeles
612,2025-05-06,22:21:43,117,523,Grocery,1,1.5,1.5,Cash,San Francisco
613,2025-02-05,13:49:41,413,503,Electronics,3,300,900,Debit Card,Chicago
614,2025-01-14,5:07:54,155,552,Furniture,5,75,375,Debit Card,New York
615,2025-01-29,2:02:36,261,590,Grocery,5,1.5,7.5,Credit Card,Boston
616,2025-07-12,22:03:07,409,554,Clothing,2,60,120,Credit Card,New York
617,2025-06-02,11:56:33,473,600,Clothing,2,55,110,Cash,Boston
618,2025-08-01,0:10:08,197,531,Furniture,1,220,220,Credit Card,New York
619,2025-06-01,6:40:23,217,504,Electronics,5,799.99,3999.95,Debit Card,Miami
620,2025-04-17,19:31:52,181,570,Grocery,2,4,8,Credit Card,Miami
621,2025-01-27,11:40:40,154,565,Grocery,4,4,16,Debit Card,Los Angeles
622,2025-02-05,1:48:33,182,516,Grocery,2,2.5,5,Credit Card,Miami
623,2025-08-05,7:57:21,323,589,Grocery,3,3.2,9.6,Debit Card,Chicago
624,2025-06-09,12:31:04,362,540,Furniture,2,220,440,Cash,Boston
625,2025-07-08,1:27:33,269,532,Grocery,2,2.5,5,UPI,Boston
626,2025-03-03,16:40:01,298,511,Furniture,3,150,450,Cash,Houston
627,2025-01-22,8:24:43,105,595,Furniture,1,75,75,Cash,Miami
628,2025-02-20,19:06:33,358,584,Clothing,5,55,275,UPI,Houston
629,2025-06-01,11:31:34,462,518,Clothing,2,55,110,Debit Card,Houston
630,2025-04-26,3:36:28,148,545,Electronics,4,300,1200,Cash,Los Angeles
631,2025-02-17,4:11:14,356,536,Grocery,2,3.2,6.4,Cash,Dallas
632,2025-01-25,13:54:24,306,531,Furniture,4,150,600,Credit Card,Los Angeles
633,2025-07-15,6:47:18,404,502,Electronics,2,450,900,Credit Card,San Francisco
634,2025-05-24,21:21:45,268,551,Grocery,1,3.2,3.2,Credit Card,Chicago
635,2025-01-14,2:38:56,459,594,Clothing,2,35,70,Cash,Miami
636,2025-03-03,23:51:39,156,554,Furniture,3,75,225,Debit Card,Chicago
637,2025-08-31,5:35:38,264,510,Furniture,4,150,600,Cash,Los Angeles
638,2025-02-17,14:08:39,119,600,Clothing,4,60,240,UPI,San Francisco
639,2025-02-17,3:49:44,381,552,Electronics,4,120,480,Cash,New York
640,2025-03-20,8:46:08,325,547,Clothing,1,55,55,Debit Card,Los Angeles
641,2025-08-06,10:46:22,324,502,Clothing,5,80,400,Credit Card,Houston
642,2025-02-14,2:02:32,326,562,Grocery,1,3.2,3.2,Debit Card,San Francisco
643,2025-09-05,10:37:46,434,577,Grocery,4,4,16,Credit Card,New York
644,2025-07-23,14:40:20,410,551,Grocery,4,1.5,6,Credit Card,Miami
645,2025-04-06,10:34:36,322,539,Clothing,3,55,165,Debit Card,San Francisco
646,2025-07-24,2:47:48,337,584,Electronics,4,120,480,Debit Card,Boston
647,2025-06-18,2:44:24,194,591,Grocery,2,1.5,3,UPI,Houston
648,2025-02-20,16:32:55,240,510,Clothing,4,60,240,UPI,Houston
649,2025-01-10,5:15:12,415,595,Furniture,3,500,1500,UPI,Chicago
650,2025-04-05,1:58:35,354,543,Furniture,2,500,1000,Debit Card,Los Angeles
651,2025-01-22,11:59:53,229,523,Electronics,3,450,1350,Credit Card,Los Angeles
652,2025-05-12,4:09:43,490,529,Grocery,2,3.2,6.4,UPI,Los Angeles
653,2025-05-03,6:28:09,280,525,Grocery,5,4,20,Debit Card,Chicago
654,2025-07-19,16:18:02,337,551,Electronics,2,450,900,UPI,Los Angeles
655,2025-03-10,22:23:46,110,501,Grocery,3,4,12,Debit Card,Chicago
656,2025-02-05,7:47:55,188,536,Clothing,4,80,320,Cash,Houston
657,2025-07-16,15:15:59,413,505,Grocery,2,2.5,5,Credit Card,Los Angeles
658,2025-03-01,4:05:43,453,504,Electronics,5,300,1500,Credit Card,Chicago
659,2025-06-21,16:42:41,305,514,Grocery,3,3.2,9.6,UPI,New York
660,2025-05-09,2:24:31,220,572,Grocery,1,2.5,2.5,Credit Card,San Francisco
661,2025-02-09,19:47:52,382,583,Clothing,3,60,180,UPI,San Francisco
662,2025-01-19,7:40:45,401,507,Grocery,2,4,8,UPI,Chicago
663,2025-01-29,19:08:27,485,592,Grocery,3,4,12,UPI,Houston
664,2025-07-05,8:30:50,134,513,Grocery,4,3.2,12.8,Cash,Houston
665,2025-02-14,20:43:37,223,537,Electronics,2,799.99,1599.98,UPI,Boston
666,2025-06-13,0:20:44,464,532,Clothing,3,80,240,Cash,San Francisco
667,2025-09-07,14:50:50,159,578,Furniture,4,220,880,UPI,Chicago
668,2025-03-08,3:55:37,220,595,Grocery,3,3.2,9.6,Cash,Boston
669,2025-01-20,4:09:37,231,564,Grocery,2,3.2,6.4,Cash,Houston
670,2025-01-29,17:54:02,445,588,Furniture,1,150,150,Debit Card,Boston
671,2025-02-19,3:01:02,357,563,Clothing,5,80,400,UPI,New York
672,2025-01-09,13:43:05,426,518,Electronics,1,120,120,Credit Card,Chicago
673,2025-01-07,23:33:51,454,536,Grocery,1,3.2,3.2,Debit Card,New York
674,2025-01-08,3:58:53,127,552,Electronics,2,300,600,Cash,Dallas
675,2025-04-14,6:55:13,235,598,Clothing,1,60,60,Debit Card,San Francisco
676,2025-02-21,16:13:17,212,538,Clothing,2,55,110,Credit Card,Miami
677,2025-01-26,4:15:18,252,554,Clothing,4,55,220,Credit Card,San Francisco
678,2025-08-31,10:52:17,247,523,Grocery,1,3.2,3.2,Credit Card,Chicago
679,2025-01-24,2:29:38,489,593,Furniture,2,150,300,UPI,Boston
680,2025-06-13,20:19:36,383,559,Grocery,3,3.2,9.6,Credit Card,Miami
681,2025-03-03,6:40:49,157,516,Clothing,2,55,110,Cash,Houston
682,2025-05-13,8:56:42,388,517,Grocery,2,3.2,6.4,UPI,San Francisco
